movie_title,genres,tomatometer_rating,predicted_y,predicted_y_string,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentar,IMAX,Western,Film-Noir,(no genre listed)
The Rebound,"Comedy, Romance",41,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripple Effect,Drama,29,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,000 Times Good Night",Drama,71,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold,Comedy,31,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Push,"Mystery & Suspense, Science Fiction & Fantasy",23,-1,Rotten,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Felon,"Action & Adventure, Drama, Mystery & Suspense",63,0,Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Scar,"Drama, Horror, Mystery & Suspense",0,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
The Unborn,"Horror, Mystery & Suspense",10,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Bitch Slap,Action & Adventure,29,-1,Rotten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Forever Strong,Drama,29,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate,"Action & Adventure, Art House & International",74,0,Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fireproof,Drama,38,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dostana,"Art House & International, Comedy",87,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Garden,"Documentary, Special Interest",79,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Splinter,"Horror, Mystery & Suspense",73,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Leaves of Grass,"Comedy, Drama, Mystery & Suspense",61,0,Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),Romance,78,0,Fresh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Proposal,"Comedy, Romance",45,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigantic,"Comedy, Romance",36,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuel,"Documentary, Special Interest",72,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hush,Mystery & Suspense,50,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Anna Karenina,"Classics, Drama, Romance",93,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Orphan,"Drama, Horror, Mystery & Suspense",56,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
My Sister's Keeper,Drama,48,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hangover,Comedy,78,1,Certified Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Stepfather,"Horror, Mystery & Suspense",11,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Okuribito (Departures),"Art House & International, Drama",80,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Boogie (Summer Holiday),"Comedy, Drama",100,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prima Ballerina,"Art House & International, Special Interest",81,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Season of the Witch,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",11,-1,Rotten,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
Shuttle,Mystery & Suspense,50,-1,Rotten,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Miss March,Comedy,5,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An American Affair,"Drama, Mystery & Suspense",16,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Grace,"Drama, Horror",71,0,Fresh,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Endgame,"Drama, Mystery & Suspense",71,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Red Baron (Der rote Baron),"Action & Adventure, Drama, Romance",20,-1,Rotten,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Objective,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",33,-1,Rotten,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Happy Tears,"Comedy, Drama",27,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Missing Person,"Comedy, Drama, Mystery & Suspense",64,0,Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Polanski (Polanski Unauthorized),"Art House & International, Drama",0,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mammoth (Mammut),"Art House & International, Drama",45,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crude,"Documentary, Special Interest",95,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Messenger,"Drama, Romance",90,1,Certified Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Mungo,"Horror, Mystery & Suspense",95,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Venkovský Ucitel (The Country Teacher),"Art House & International, Drama",81,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apartment,"Classics, Comedy, Drama, Romance",93,1,Certified Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chatham (The Golden Boys),"Comedy, Romance",28,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ape,"Classics, Drama, Horror, Science Fiction & Fantasy",43,-1,Rotten,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Fame,"Drama, Musical & Performing Arts, Romance",24,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Outrage,Documentary,77,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Skin,"Art House & International, Drama, Mystery & Suspense",84,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Helen,Drama,67,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakjwi (Thirst),"Art House & International, Drama, Horror",81,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Vengeance (Fuk sau),"Action & Adventure, Art House & International, Mystery & Suspense",91,0,Fresh,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
New World Order,"Documentary, Special Interest",56,-1,Rotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
April Fool's Day,Horror,50,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blood: The Last Vampire,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy",25,-1,Rotten,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Shrink,"Comedy, Drama",27,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ong Bak 2,"Action & Adventure, Art House & International",48,-1,Rotten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bananas!,"Art House & International, Documentary, Special Interest",86,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Last Ride,Drama,93,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tron Legacy,"Action & Adventure, Science Fiction & Fantasy",51,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Canyon,"Drama, Mystery & Suspense",27,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"Manson, My Name Is Evil","Comedy, Drama, Science Fiction & Fantasy",67,0,Fresh,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Broken Hill,"Drama, Kids & Family",50,-1,Rotten,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Beautiful Life,Drama,0,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suck,"Comedy, Horror, Musical & Performing Arts",50,-1,Rotten,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Chloe,"Drama, Mystery & Suspense",51,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Armed and Dangerous,Comedy,10,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hole,"Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",81,0,Fresh,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
NoBody's Perfect,"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",73,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Good Soldier,"Documentary, Drama, Special Interest, Television",75,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
High Life,Comedy,80,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Around the World in 80 Days,"Action & Adventure, Comedy, Drama, Kids & Family",69,0,Fresh,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Fall,"Drama, Mystery & Suspense",20,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Good Heart,Drama,30,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonderful World,"Drama, Romance",42,-1,Rotten,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Collapse,"Documentary, Special Interest",83,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Three Blind Mice,"Comedy, Drama",80,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Song,"Drama, Kids & Family, Romance",21,-1,Rotten,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Babies,"Documentary, Special Interest",68,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lottery Ticket,Comedy,34,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Going the Distance,"Comedy, Romance",54,-1,Rotten,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life as We Know It,"Comedy, Drama",29,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Final,"Drama, Horror, Mystery & Suspense",13,-1,Rotten,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Frozen,"Drama, Horror, Mystery & Suspense",63,0,Fresh,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Prodigal Sons,"Documentary, Special Interest",87,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Ghost Writer,"Drama, Mystery & Suspense",84,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Repo Men,"Action & Adventure, Science Fiction & Fantasy",22,-1,Rotten,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7 Days (Les 7 jours du talion),"Art House & International, Horror, Mystery & Suspense",80,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Daddy Longlegs,"Comedy, Drama",78,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Veer,"Art House & International, Classics, Drama",40,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter's Bone,Drama,94,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kids Are All Right,"Comedy, Drama",92,1,Certified Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky,"Documentary, Special Interest",60,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
High School,Comedy,28,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stolen,"Drama, Mystery & Suspense",0,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Killing Jar,"Drama, Mystery & Suspense",0,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
La MISSION,Drama,50,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Predators,"Action & Adventure, Horror, Science Fiction & Fantasy",64,0,Fresh,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Stonewall Uprising,"Documentary, Special Interest",84,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Oath,"Documentary, Special Interest",91,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Wild Hunt,"Drama, Mystery & Suspense, Science Fiction & Fantasy",82,0,Fresh,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
Arthur,"Comedy, Romance",88,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lottery,"Documentary, Special Interest",64,0,Fresh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Assault on Precinct 13,"Action & Adventure, Drama, Mystery & Suspense",98,1,Certified Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Asylum,"Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance",67,0,Fresh,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
Attack of the 50 Foot Woman,"Classics, Science Fiction & Fantasy",75,0,Fresh,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Avenging Angel,"Action & Adventure, Drama, Mystery & Suspense",33,-1,Rotten,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
The Aviator,"Action & Adventure, Drama",20,-1,Rotten,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Awakening,"Horror, Mystery & Suspense",0,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Babes in Toyland,"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",36,-1,Rotten,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bad Company,"Action & Adventure, Drama, Western",92,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
The Bad News Bears,"Classics, Comedy",97,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bad Seed,"Classics, Drama, Horror, Mystery & Suspense",63,0,Fresh,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Bang The Drum Slowly,"Classics, Comedy, Drama, Sports & Fitness",92,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Battleground,"Action & Adventure, Classics, Drama",75,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Beauty and The Beast (La Belle et la bête),"Drama, Science Fiction & Fantasy, Romance",95,1,Certified Fresh,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Belles of St. Trinian's,"Action & Adventure, Classics, Comedy",67,0,Fresh,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1001 Grams,Drama,82,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Best of Times,"Comedy, Drama",31,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Betrayed,"Action & Adventure, Drama, Mystery & Suspense",42,-1,Rotten,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
The Big Brawl (Battle Creek Brawl),"Action & Adventure, Comedy",67,0,Fresh,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big Business,Comedy,44,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Heat,"Classics, Drama, Mystery & Suspense",100,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Big Sleep,"Classics, Drama, Mystery & Suspense",97,1,Certified Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Big Sleep,"Art House & International, Drama, Mystery & Suspense",67,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Billy Budd,"Action & Adventure, Classics, Drama",90,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Birds,"Classics, Horror, Mystery & Suspense",95,1,Certified Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Black Christmas,"Horror, Mystery & Suspense",71,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
The Black Hole,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",38,-1,Rotten,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Black Pirate,"Action & Adventure, Classics",100,0,Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Rain,"Action & Adventure, Drama, Mystery & Suspense",50,-1,Rotten,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Black Sunday,"Action & Adventure, Drama, Horror, Mystery & Suspense",69,0,Fresh,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
Black Widow,"Drama, Mystery & Suspense",50,-1,Rotten,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Blackmail,"Classics, Drama, Mystery & Suspense",86,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Blind Date,"Comedy, Drama",21,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood and Sand,"Classics, Drama, Romance",100,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Feast,"Classics, Horror",38,-1,Rotten,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Der Blaue Engel (The Blue Angel),"Art House & International, Classics, Drama, Musical & Performing Arts",96,1,Certified Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bluebeard,"Classics, Drama, Horror, Mystery & Suspense",100,0,Fresh,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
The Border,"Action & Adventure, Drama, Mystery & Suspense",80,0,Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Born Yesterday,"Classics, Comedy, Drama",97,0,Fresh,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boston Strangler,"Classics, Drama, Mystery & Suspense",86,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Bounty,"Action & Adventure, Drama",74,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Boys from Brazil,"Action & Adventure, Drama, Mystery & Suspense",69,0,Fresh,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Brainstorm,"Mystery & Suspense, Science Fiction & Fantasy",55,-1,Rotten,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Breakout,Action & Adventure,40,-1,Rotten,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brewster's Millions,Comedy,35,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian's Song,"Classics, Drama, Television",92,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brief Encounter,"Classics, Drama, Romance",91,1,Certified Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Arrow,"Action & Adventure, Classics, Drama, Western, Romance",89,0,Fresh,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Broken Blossoms,"Classics, Drama, Romance",95,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brotherhood,"Action & Adventure, Classics, Drama",67,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bug,"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",33,-1,Rotten,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Burglar,"Comedy, Drama",27,-1,Rotten,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bus Stop,"Comedy, Drama, Romance",79,0,Fresh,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Butch Cassidy and the Sundance Kid,"Action & Adventure, Classics, Western",90,1,Certified Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bye Bye Birdie,"Classics, Comedy, Kids & Family, Musical & Performing Arts",89,0,Fresh,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calamity Jane,"Classics, Comedy, Musical & Performing Arts, Western, Romance",71,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Camelot,"Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",41,-1,Rotten,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Camille,"Classics, Drama, Romance",93,0,Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Fear,"Classics, Drama, Mystery & Suspense",100,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Captain Blood,"Action & Adventure, Classics",100,0,Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Captains Courageous,"Action & Adventure, Classics",94,0,Fresh,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Carnival of Souls,"Classics, Comedy, Horror, Mystery & Suspense",86,0,Fresh,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Carny,"Drama, Horror",50,-1,Rotten,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Carrie,Horror,93,1,Certified Fresh,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Casablanca,"Classics, Drama, Romance",99,1,Certified Fresh,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casino Royale,"Action & Adventure, Classics, Comedy",25,-1,Rotten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Cat and the Canary,"Classics, Horror, Mystery & Suspense",94,0,Fresh,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Cat on a Hot Tin Roof,"Classics, Drama",97,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat People,"Drama, Horror, Romance",95,1,Certified Fresh,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Cat People,"Drama, Horror, Mystery & Suspense",61,0,Fresh,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Caught,"Classics, Drama, Mystery & Suspense",100,0,Fresh,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Champ,"Drama, Sports & Fitness",36,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Champion,"Classics, Drama",93,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charade,"Classics, Comedy, Drama, Mystery & Suspense",94,1,Certified Fresh,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Charlotte's Web,"Animation, Kids & Family",77,0,Fresh,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chase,"Classics, Drama",89,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Checking Out,Comedy,20,-1,Rotten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children of the Corn,"Cult Movies, Horror, Mystery & Suspense",35,-1,Rotten,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
The Chosen,Drama,75,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Carol,"Classics, Drama, Kids & Family, Science Fiction & Fantasy",100,0,Fresh,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Christmas in Connecticut,"Classics, Comedy",88,0,Fresh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Story,"Comedy, Drama, Kids & Family",89,1,Certified Fresh,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cimarron,"Classics, Drama, Western",50,-1,Rotten,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cleopatra,"Classics, Drama",62,0,Fresh,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
College,"Classics, Comedy, Romance",89,0,Fresh,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colors,"Action & Adventure, Drama",82,0,Fresh,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coma,"Action & Adventure, Mystery & Suspense",81,0,Fresh,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
